q45,q46,q47,serial_number,date_int,stime,stimecheck,log_sheet,q1,q2,q2_1,q3,q4,q5,q6,q7,q8,q9,q10,q11a_n,q11b_n,q11c_n,q11c_n_001,q11e_n,q11f_n,q11g_n,q11h_n,q11a_b,q11b_b,q11c_b,q11e_b,q11f_b,q11g_b,q11h_b,q11a_o,q11b_o,q11c_o,q11e_o,q11f_o,q11g_o,q11h_o,q11i,q11i1,q11i2,q11i3,q11i4,q11i5,q11i6,q11i7,q11i_op,q11j,q12a_n,q12b_n,q12c_n,q12d_n,q12e_n,q12a_b,q12b_b,q12c_b,q12e_b,q12a_o,q12b_o,q12c_o,q12e_o,q12f,q13,q13_a,q13_b,q14,q14_a,q14_a1,q14_a2,q14_a3,q14_a4,q14_a5,q14_a_o,q15,q16,q17,q18_a,q_18b,q19,q20,q21,q22,q23,q23_a,q24a,q24a_1,q24b,q24b_1,q24c,q24c_1,q24c_2,q24c_21,q24c_22,q24c_23,q24c_24,q24c_25,q24c_2_o,q24c_3,q24d,q24d_1,q24d_2,q24e,q24e_1,q24f,q24f_1,q24f_2,q24g,q24g_1,q24h,q24h_1,q24i,q24i_1,q25,q25other1,q25other2,q25other3,q26_a,q26_b,q26_c,q26_d,q26_e,q26_f,q26_g,q26_h,q26_h_o,incompercent,q27_a,q27_b,q27_c,q27_d,q27_e,q27_f,q27_g,q27_h,q28a,q28b,q28c,q29,q30,q31,q32,q33,q34,q35.a,q35.b,q35.c,q35.d,q35.e,q35.f,q35.g,q35.h,q35.i,q35.j,q35.k,q36,q37.a,q37.b,q37.c,q38a,q38a1,q38a2,q38a3,q39a,q40a,q41a1,q41a2,q42a,q43a,q43a_o,q44a,q38b,q38b1,q38b1_A,q38b2,q38b2_A,q38b3,q38b3_A,q38b4,q38b4_A,q38b5,q38b5_A,q39b,q40b,q41b1,q41b2,q42b,q43b,q43b_o,q44b,q49,q49_o,q50,q50_o,q51,q52,q53,q54,q55,q56,q57,q58,end_time,end_time_check,version,id,uuid
Beqaa,Baalbeck,143,27,2021-12-12,09:39:00.000+02:00,2021-12-12T09:35:16.527+02:00,1,1,1,,1,2,12,1,50,2021-08-01,25,1,1,7,5,2,380,1,3,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,15,1,12,3,2,45,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,1,1,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,20,NA,NA,NA,NA,NA,80,NA,,100,3,2,2,2,2,2,1,2,600,NA,NA,4,1,NA,NA,3,1,1,3,3,1,2,3,3,2,2,1,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,4,0,,0,,0,,1,Imdad association,0,,2,2,400000,NA,,3,,2,1,,1,,1,3,0,0,2,1,NA,,09:59:00.000+02:00,2021-12-12T09:35:16.524+02:00,v76J56snwoiqz2qXnhejk9,241093210,d85e89f3-9511-43bd-a404-9ce9e5f8bd17
North_Lebanon,Akkar,118,50,2021-12-17,12:16:00.000+02:00,2021-12-17T12:15:32.924+02:00,1,1,1,,1,1,8,1,52,2021-10-01,40,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,22,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,16,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,3,2,1,15,2,NA,1,2,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,500,NA,NA,4,2,2,4,3,1,1,2,2,1,1,1,2,1,1,1,1,4,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,0,2,1,1,NA,لا تعليق,12:35:00.000+02:00,2021-12-17T12:15:32.922+02:00,v76J56snwoiqz2qXnhejk9,242983679,3c69b8e4-f4e5-49a6-891c-36943e488856
North_Lebanon,Tripoli,91,2,2021-12-16,18:27:00.000+02:00,2021-12-16T18:27:12.545+02:00,1,1,1,,1,1,24,1,45,2021-10-01,30,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,23,1,18,3,2,45,2,NA,NA,NA,2,NA,NA,NA,0,2,,,1,1,1,0,0,0,0,,2020-12-01,100,0,NA,NA,2,NA,4,1,2,NA,2,NA,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,1,1,2,NA,NA,1,1,1,1,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,1,1,1,1,2,2,1,2,1000,40,300,3,3,2,2,3,1,2,3,3,3,2,1,1,3,2,2,1,4,2,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,4,0,2,2,1,NA,0,18:44:00.000+02:00,2021-12-16T18:27:12.537+02:00,v76J56snwoiqz2qXnhejk9,243089892,2ddc6665-e385-414c-9f2b-535f09ef882b
North_Lebanon,Tripoli,93,33,2021-12-17,17:13:00.000+02:00,2021-12-17T17:12:50.310+02:00,1,1,1,,2,1,10,4,NA,2021-12-01,NA,NA,1,10,2,1,0,5,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,10,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,1,2,NA,2,NA,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,3,3,3,1000,35,NA,4,4,NA,NA,3,1,1,1,2,2,2,2,1,3,3,3,2,4,2,1,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,4,0,1,2,1,NA,0,17:25:00.000+02:00,2021-12-17T17:12:50.310+02:00,v76J56snwoiqz2qXnhejk9,243089950,19f9f2a0-274f-4c6e-899d-c05a8545d624
North_Lebanon,Tripoli,90,49,2021-12-18,11:07:00.000+02:00,2021-12-18T11:06:44.959+02:00,1,1,1,,1,2,10,1,55,2021-11-01,60,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,21,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,12,2,,,1,1,1,0,0,0,0,,2021-10-01,80,0,NA,NA,2,NA,4,1,2,NA,1,1,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,3,3,2,3,3,1000,40,NA,3,1,NA,NA,3,1,2,1,2,2,2,2,1,2,2,1,1,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,4,2,2,2,1,NA,الوضع الاسرة صعب جدا.. وتعاني من حالة صعية ماديا,11:38:00.000+02:00,2021-12-18T11:06:44.959+02:00,v76J56snwoiqz2qXnhejk9,243172598,5804cfa1-e367-46f4-ae2b-087e208da578
North_Lebanon,Tripoli,92,53,2021-12-18,13:16:00.000+02:00,2021-12-18T13:15:33.181+02:00,1,1,1,,1,2,12,1,100,2021-11-01,600,1,1,7,2,1,650,1,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,10,1,12,3,1,150,2,NA,NA,NA,2,NA,NA,NA,0,2,,,1,1,1,0,0,0,0,,2021-12-01,120,0,NA,NA,2,NA,4,2,2,NA,1,1,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,1,1,2,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,,100,2,1,2,1,2,2,2,2,2600,70,400,3,4,NA,NA,3,1,2,1,2,2,1,2,2,2,2,1,1,3,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,2 4,0,,1,Caritas,0,,1,Caritas,0,,1,NA,NA,NA,Food,3,,2,1,,2,,1,5,0,3,2,1,NA,لم اشعر بصدقها في كل الاجابات,13:54:00.000+02:00,2021-12-18T13:15:33.182+02:00,v76J56snwoiqz2qXnhejk9,243172615,05d371fa-acd8-4336-aaa0-a0fa21a08ec9
South_Lebanon,Sour,166,15,2021-12-04,15:59:00.000+02:00,2021-12-04T15:57:24.538+02:00,1,1,1,,2,1,12,4,NA,2021-12-01,NA,2,1,12,10,2,350,2,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,12,10,2,50,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,3,2,NA,1,1,1,Refrigerator for insulin,5,0,0,0,0,1,Buying small quantities and storing them outside,2,3,,NA,3,NA,3,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,300,NA,NA,4,1,NA,NA,1,1,1,3,1,3,3,3,3,3,1,1,1,3,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,4,2,0,2,1,NA,قبلانين بالتقنين اامهم ترجع متل قبل,09:41:00.000+02:00,2021-12-04T15:57:24.538+02:00,vjzEYaa2EuXKVFwdFZXSmw,238998385,e26c7df8-ee98-4bb9-b0a4-bf2ec15e9ea8
South_Lebanon,Marjaayoun,188,93,2021-12-10,08:51:00.000+02:00,2021-12-10T08:44:07.338+02:00,1,1,1,,1,2,12,1,50,2021-12-01,22,1,1,12,5,2,500,2,5,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,6,1,12,3,2,100,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,1,1,1,2,1,Refrigerator for insulin,5,0,0,0,0,1,Nothing,1,3,,NA,1,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,80,NA,NA,NA,NA,NA,20,NA,,100,2,2,2,2,2,2,2,2,500,NA,NA,4,1,NA,NA,3,1,1,1,3,3,1,1,1,3,1,1,1,3,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,3,0,,0,,1,Imdad and Mabarrat associations,0,,0,,2,2,300000,NA,,3,,2,1,,1,,1,2,0,2,2,1,NA,"لا غسيل عم نغسل
ولا براد عم ندور
وهيك ومش عم نلحق دفع للاشتراك
ف عن أي كهربا بدنا نحكي ونحنا مش عم نشوفها",09:10:00.000+02:00,2021-12-10T08:44:07.338+02:00,v76J56snwoiqz2qXnhejk9,240596403,c9d4cf27-683d-45f6-a025-26cd85eb1741
Beqaa,Baalbeck,140,3,2021-12-07,12:46:00.000+02:00,2021-12-07T12:44:33.714+02:00,1,1,1,,1,2,12,1,50,2019-10-01,50,1,1,22,5,2,600,3,4,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,0,1,12,5,1,60,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,1,2,1,3,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1200,NA,NA,3,1,NA,NA,3,1,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,2,0,0,2,1,NA,لا يوجد,13:13:00.000+02:00,2021-12-07T12:44:33.713+02:00,v76J56snwoiqz2qXnhejk9,239633247,9528759b-5241-4570-b390-ecb8257e0b98
Beqaa,Baalbeck,139,6,2021-12-07,16:00:00.000+02:00,2021-12-07T15:59:22.698+02:00,1,1,1,,1,1,12,1,100,2021-09-01,90,1,1,11,2.5,1,500,3,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,12,1,12,2.5,1,60,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,1,2,1,2,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,3,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1000,NA,NA,3,1,NA,NA,3,1,2,1,2,2,2,2,1,2,1,1,2,3,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,0,1,2,1,NA,لا يوجد,16:35:00.000+02:00,2021-12-07T15:59:22.699+02:00,v76J56snwoiqz2qXnhejk9,239633257,248f0575-c465-47b4-8ba5-8f008c2f24ae
South_Lebanon,Jezzine,172,46,2021-12-10,14:31:00.000+02:00,2021-12-10T14:28:54.766+02:00,1,1,1,,1,20,20,1,50,2021-11-01,65,1,1,4,5,2,320,5,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,0,1,4,5,1,50,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,2,NA,2,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,70,NA,NA,NA,NA,NA,30,NA,,100,3,2,2,2,2,2,1,2,NA,NA,NA,4,1,NA,NA,3,1,3,3,3,3,3,3,3,3,3,2,1,3,1,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,3,0,,0,,1,Church,0,,0,,1,NA,NA,NA,Food,3,,2,1,,1,,2,4,3,0,2,1,NA,,14:38:00.000+02:00,2021-12-10T14:28:54.767+02:00,v76J56snwoiqz2qXnhejk9,240590490,f81f4d6d-d00a-470c-b152-9d382546e387
South_Lebanon,Saida,154,18,2021-12-05,10:10:00.000+02:00,2021-12-05T10:08:56.529+02:00,1,1,1,,1,1,4,1,80,2021-09-01,45,1,1,7,5,2,800,1,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,10,1,12,5,2,350,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,4,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,3,2,500,NA,NA,4,1,NA,NA,3,1,1,3,3,3,3,3,3,3,3,3,2,3,1,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,1,1,0,2,1,NA,"المجيب اعزب ويسكن وحده ولم تقبل الشؤون الاجتماعية بأي طلب قدمه للحصول على مساعدة على الرغم من وضعه
وهو لا يستطيع دفع الفواتير وهي عالية جدا
والكهرباء لا يجب ان نقوم بدراسة عنها لأنها غير موجودة أصلاً",10:29:00.000+02:00,2021-12-05T10:08:56.530+02:00,vjzEYaa2EuXKVFwdFZXSmw,238987869,e443de7e-690d-40c0-80ff-0bc9bbae1674
South_Lebanon,Saida,151,7,2021-12-06,14:13:00.000+02:00,2021-12-06T14:09:27.834+02:00,1,1,1,,1,2,12,1,50,2021-09-01,55,1,1,6,5,2,322,1,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,15,1,12,5,2,38,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,2,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,800,NA,NA,3,3,2,4,3,1,1,3,3,3,3,3,3,2,2,1,2,3,1,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,1,0,0,2,1,NA,,14:30:00.000+02:00,2021-12-06T14:09:27.826+02:00,v76J56snwoiqz2qXnhejk9,239138393,040cd945-4ccf-4a6b-9b90-10957efcaad2
South_Lebanon,Saida,159,55,2021-12-07,13:56:00.000+02:00,2021-12-07T14:10:40.855+02:00,1,1,1,,2,3,6,4,NA,NA,NA,NA,1,8,10,2,500,2,2,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,2,1,12,10,2,150,2,NA,NA,NA,2,NA,NA,NA,2,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,80,NA,NA,NA,20,NA,NA,,100,2,2,2,2,2,2,2,2,800,NA,NA,4,4,NA,NA,3,1,1,1,3,3,2,3,3,3,3,2,2,3,2,2,2,2,0,1,0,1,NA,NA,NA,Food,3,,2,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,2,Syrian,4,,2,4,2,8,2,1,NA,الوضع تعيس جدا و لا يستطيعون تأمين مبلغ العلاج الإبن يعاني من فتاق عمره ٣ أشهر و لا يستطيعون إجراء العملية له بسبب الوضع الصعب,14:15:00.000+02:00,2021-12-07T14:10:40.858+02:00,v76J56snwoiqz2qXnhejk9,239593522,95402e54-245e-4c8b-936d-017d2ab49b74
Beqaa,Zahle,131,1,2021-12-07,11:15:00.000+02:00,2021-12-07T08:50:29.974+02:00,1,1,1,,1,2,12,1,40,2021-06-01,200,1,1,10,10,2,644,2,5,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,12,1,5,5,1,80,2,NA,NA,NA,2,NA,NA,NA,5,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,1,2,1,3,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,2,NA,NA,1,3,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,3,3,3,3,3,3,3,1200,NA,NA,3,1,NA,NA,3,1,3,3,2,3,3,3,3,3,2,1,1,3,1,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,2,4,2,0,2,1,NA,لا يوجد,11:43:00.000+02:00,2021-12-07T08:50:29.961+02:00,v76J56snwoiqz2qXnhejk9,239633243,c6661180-e093-42de-abcd-81c48e399e9b
South_Lebanon,Saida,156,75,2021-12-09,14:29:00.000+02:00,2021-12-09T16:25:56.871+02:00,1,1,1,,2,1,12,4,NA,1998-12-01,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,10,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,6,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,2,1,3,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,1000,NA,NA,4,1,NA,NA,3,1,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,2,0,0,2,1,NA,,14:50:00.000+02:00,2021-12-09T16:25:56.871+02:00,v76J56snwoiqz2qXnhejk9,240348985,b8b15268-675a-46db-9af3-ee5e41ba8c3e
South_Lebanon,Bint_Jbeil,184,99,2021-12-10,10:19:00.000+02:00,2021-12-10T10:21:30.712+02:00,1,1,1,,1,2,12,1,70,2021-12-01,50,1,1,14,5,2,800,2,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,8,1,12,5,2,100,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,1,2,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,1,1,1,1,3,2,NA,2,NA,1,0,1,0,60,NA,40,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,1000,NA,NA,4,4,NA,NA,3,1,1,3,3,3,3,3,3,3,1,1,1,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,1,0,2,1,NA,"ما في شي ظابط بالبلد
لا كهربا ولا غيرو",10:38:00.000+02:00,2021-12-10T10:21:30.712+02:00,v76J56snwoiqz2qXnhejk9,240614091,36584ee2-e23b-4be9-808c-d38517e5340d
Beqaa,Zahle,126,36,2021-12-12,11:42:00.000+02:00,2021-12-12T11:42:07.725+02:00,1,1,1,,1,17,24,1,60,2021-11-01,700,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,,7,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,1,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1500,NA,NA,3,3,1,3,3,1,2,2,2,2,1,1,1,1,1,1,1,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,0,1,2,1,NA,لا يوجد,12:04:00.000+02:00,2021-12-12T11:42:07.724+02:00,v76J56snwoiqz2qXnhejk9,241102650,df92358e-cb62-482f-b475-66028a6a5f2a
Mount_Lebanon,Baabda,12,92,2021-12-14,14:24:00.000+02:00,2021-12-14T14:20:45.570+02:00,1,1,1,,1,1,12,1,70,2021-12-01,100,1,1,6,5,1,1350,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,17,1,12,5,1,75,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,1,6,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,1,2,2,NA,2,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,3,8000,NA,NA,2,1,NA,NA,3,1,2,3,3,3,3,3,3,3,3,2,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,2,0,0,2,1,NA,لا شيء,14:46:00.000+02:00,2021-12-14T14:20:45.582+02:00,v76J56snwoiqz2qXnhejk9,242438583,fd0156de-9f5b-4b0c-aab4-c50719fe128a
Mount_Lebanon,Metn,22,23,2021-12-18,15:04:00.000+02:00,2021-12-18T15:02:08.041+02:00,1,1,1,,1,4,12,1,110,2020-11-01,110,1,1,15,5,1,1250,4,4,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,12,5,1,75,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,1,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,1000,NA,NA,3,3,2,4,3,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,1,5,2,1,2,1,NA,لا تعليق,15:30:00.000+02:00,2021-12-18T15:02:08.042+02:00,v76J56snwoiqz2qXnhejk9,243218438,85f29169-da85-455a-a46e-9079d437cd69
